[2023-08-01 22:41:52.873] [MAIN] [info] ------------------------------------------
[2023-08-01 22:41:52.873] [MAIN] [info] Starting Run

[2023-08-01 22:41:52.874] [MIDI] [info] ENTER constructor
[2023-08-01 22:41:53.918] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:53.918] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:53.956] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:53.956] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:53.994] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:53.994] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.032] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.032] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.070] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.070] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.108] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.108] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.146] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.146] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.184] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.184] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.217] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.222] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.255] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.260] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.293] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.293] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.331] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.331] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.369] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.369] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.407] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.407] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.445] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.446] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.479] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.479] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.517] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.517] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.555] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.555] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.593] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.593] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.631] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.631] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.669] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.669] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.707] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.707] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.745] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.745] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.783] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.783] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.821] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.821] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.859] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.859] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.897] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.897] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.934] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.934] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.972] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:54.972] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.011] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.011] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.046] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.049] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.084] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.087] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.122] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.124] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.160] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.160] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.198] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.198] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.236] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.236] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.274] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.274] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.312] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.312] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.351] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.351] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.384] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.389] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.422] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.422] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.460] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.460] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.497] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.497] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.535] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.535] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.573] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.573] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.611] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.611] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.649] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.649] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.687] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.687] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.725] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.725] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.763] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.763] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.801] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.801] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.839] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.839] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.877] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.877] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.915] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.915] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.949] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.953] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.987] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:55.987] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.025] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.025] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.063] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.063] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.101] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.101] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.139] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.139] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.177] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.177] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.212] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.214] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.250] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.250] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.283] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.288] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.321] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.321] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.359] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.360] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.398] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.398] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.434] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.436] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.472] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.472] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.510] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.510] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.545] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.548] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.583] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.583] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.621] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.621] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.659] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.659] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.694] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.697] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.732] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.732] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.770] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.770] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.808] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.809] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.847] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.847] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.885] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.885] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.923] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.923] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.961] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.961] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.997] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:56.999] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.035] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.037] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.072] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.075] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.110] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.113] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.148] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.148] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.186] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.186] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.220] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.220] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.258] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.258] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.296] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.296] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.333] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.333] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.371] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.371] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.409] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.409] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.447] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.447] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.480] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.482] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.519] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.520] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.555] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.558] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.593] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.593] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.631] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.631] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.669] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.669] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.707] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.707] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.745] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.745] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.783] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.783] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.821] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.821] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.859] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.859] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.897] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.897] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.935] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.936] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.974] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:57.974] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.012] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.012] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.050] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.050] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.088] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.088] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.126] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.126] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.164] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.164] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.202] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.202] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.239] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.240] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.277] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.277] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.315] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.315] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.353] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.353] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.391] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.392] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.429] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.429] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.467] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.467] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.503] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.505] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.541] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.541] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.579] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.579] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.617] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.617] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.655] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.656] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.694] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.694] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.732] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.732] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.770] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.770] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.808] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.808] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.845] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.846] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.883] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.883] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.921] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.921] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.959] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.959] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.997] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:58.997] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.034] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.035] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.070] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.072] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.108] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.110] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.146] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.148] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.184] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.186] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.222] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.224] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.260] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.262] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.298] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.300] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.336] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.336] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.374] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.374] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.412] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.412] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.450] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.451] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.485] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.485] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.523] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.523] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.561] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.561] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.599] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.599] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.634] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.637] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.672] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.672] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.710] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.710] [AUDIO THREAD] [debug] run(): ping
